timestamp,SBN,CN,x,y,z,T
2017-02-10-15-57-54,06,13,64504,4294954351,22341,46026
2017-02-10-15-57-54,06,14,74442,4294949223,6344,46038
2017-02-10-15-57-54,06,15,46446,4294961071,19385,46072
2017-02-10-15-57-54,06,16,65788,4294940052,14345,46111
2017-02-10-15-57-54,07,01,76254,4294948743,18044,46135
2017-02-10-15-57-54,07,02,77768,4294944217,22260,46065
2017-02-10-15-57-54,07,03,59830,4294962834,25835,46130
2017-02-10-15-57-54,07,04,72589,4294961297,16450,45991
2017-02-10-15-57-54,07,05,61132,4294963666,21770,46060
2017-02-10-15-57-54,07,06,79626,2257,12504,46077
2017-02-10-15-57-54,07,07,66016,3486,18453,46018
2017-02-10-15-57-54,07,08,80671,851,14701,46044
2017-02-10-15-57-54,07,09,84462,2740,9193,46011
2017-02-10-15-57-54,07,10,82080,3942,17506,46005
2017-02-10-15-57-54,07,11,67661,4294964284,16428,46076
2017-02-10-15-57-54,07,12,81408,4294957792,15771,46025
2017-02-10-15-57-54,07,13,62717,4294962921,14918,46019
2017-02-10-15-57-54,07,14,72544,4294940272,27768,46079
2017-02-10-15-57-54,07,15,75263,4294958101,17370,46036
2017-02-10-15-57-54,07,16,51372,4294954948,13650,46074
2017-02-10-15-57-54,08,01,77030,9249,7687,46042
2017-02-10-15-57-54,08,02,73219,4294964750,19627,46075
2017-02-10-15-57-54,08,03,77845,4294961826,21892,46097
2017-02-10-15-57-54,08,04,87877,4294965808,15121,46017
2017-02-10-15-57-54,08,05,75339,4294958055,22838,46030
2017-02-10-15-57-54,08,06,87934,5924,18572,46018
2017-02-10-15-57-54,08,07,95485,4294964075,19755,46012
2017-02-10-15-57-54,08,08,75905,2817,19255,46104
2017-02-10-15-57-54,08,09,75351,4294964465,16063,46012
2017-02-10-15-57-54,08,10,76135,4294960274,14902,45979
2017-02-10-15-57-54,08,11,69504,4294966675,16836,46069
2017-02-10-15-57-54,08,12,80027,4294949058,14999,46043
2017-02-10-15-57-54,08,13,78338,4294941744,17191,46046
2017-02-10-15-57-54,08,14,71628,4294961260,13938,46074
2017-02-10-15-57-54,08,15,82171,4294937073,21111,46063
2017-02-10-15-57-54,08,16,53141,5966,23196,46082
2017-02-10-15-57-54,09,01,80935,4294939450,20840,46101
2017-02-10-15-57-54,09,02,68949,4294966045,12639,46055
2017-02-10-15-57-54,09,03,69243,4294961508,20306,46068
2017-02-10-15-57-54,09,04,64659,4294954028,14709,46020
2017-02-10-15-57-54,09,05,52440,495,19927,46030
2017-02-10-15-57-54,09,06,60022,4294959792,19784,46087
2017-02-10-15-57-54,09,07,77632,4294951803,19559,46000
2017-02-10-15-57-54,09,08,69219,4782,21857,46112
2017-02-10-15-57-54,09,09,73736,14259,16114,46141
2017-02-10-15-57-54,09,10,64196,8092,22936,46033
2017-02-10-15-57-54,09,11,71545,4294963892,10947,46090
2017-02-10-15-57-54,09,12,82874,1189,14981,46085
2017-02-10-15-57-54,09,13,73832,4294948625,20169,46013
2017-02-10-15-57-54,09,14,63051,4294949153,10978,46075
2017-02-10-15-57-54,09,15,72102,4294938000,20039,46041
2017-02-10-15-57-54,09,16,64100,4294952185,14433,46016
2017-02-10-15-57-54,10,01,80542,3514,14202,46047
2017-02-10-15-57-54,10,02,85923,4294962670,21685,45976
2017-02-10-15-57-54,10,03,66691,916,26002,45728
2017-02-10-15-57-54,10,04,71528,4294960182,22627,46041
2017-02-10-15-57-54,10,05,84875,4294963315,28787,46057
2017-02-10-15-57-54,10,06,73236,4294943645,23248,46072
2017-02-10-15-57-54,10,07,66196,4294967086,17313,46035
2017-02-10-15-57-54,10,08,80887,4294962994,18710,46034
2017-02-10-15-57-54,10,09,79894,7670,12220,46084
2017-02-10-15-57-54,10,10,88579,4294961149,21514,46073
2017-02-10-15-57-54,10,11,71116,4294945104,20268,46035
2017-02-10-15-57-54,10,12,72562,7042,13413,46011
2017-02-10-15-57-54,10,13,84303,4294956103,31453,46016
2017-02-10-15-57-54,10,14,54059,4294950818,22085,46140
2017-02-10-15-57-54,10,15,62854,6758,16453,46066
2017-02-10-15-57-54,10,16,69758,4294961718,24327,46071
2017-02-10-15-57-54,11,01,80600,4294958135,23114,46008
2017-02-10-15-57-54,11,02,87528,4294948409,20359,46106
2017-02-10-15-57-54,11,03,74939,4294960784,14396,46080
2017-02-10-15-57-54,11,04,93387,9674,19950,45990
2017-02-10-15-57-54,11,05,78053,4294959178,27944,46040
2017-02-10-15-57-54,11,06,72204,4294966766,7271,46031
2017-02-10-15-57-54,11,07,66111,4294962853,26789,46078
2017-02-10-15-57-54,11,08,93709,4294965620,20973,46109
2017-02-10-15-57-54,11,09,88370,4294964840,28875,46043
2017-02-10-15-57-54,11,10,86680,4294959874,12573,46044
2017-02-10-15-57-54,11,11,61296,3199,19545,46047
2017-02-10-15-57-54,11,12,81399,4294963142,16797,46032
2017-02-10-15-57-54,11,13,92461,4294953669,24202,45993
2017-02-10-15-57-54,11,14,103300,10435,12243,46092
2017-02-10-15-57-54,11,15,82629,4294942674,21351,46101
2017-02-10-15-57-54,11,16,85758,4294954310,13212,46064
2017-02-10-15-57-54,12,01,89916,4294965597,18404,46078
2017-02-10-15-57-54,12,02,96721,4294949432,18729,46074
2017-02-10-15-57-54,12,03,109874,4294951794,22879,46096
2017-02-10-15-57-54,12,04,89090,4294965793,22201,46027
2017-02-10-15-57-54,12,05,75580,4294940152,23893,46116
2017-02-10-15-57-54,12,06,81504,4294957524,16558,46093
2017-02-10-15-57-54,12,07,91087,3509,19120,46069
2017-02-10-15-57-54,12,08,89975,4294964457,16012,46088
2017-02-10-15-57-54,12,09,94975,4294959494,20844,46065
2017-02-10-15-57-54,12,10,81934,4294959569,18141,46024
2017-02-10-15-57-54,12,11,86896,4294959147,20591,46061
2017-02-10-15-57-54,12,12,77348,4294951983,17602,46071
2017-02-10-15-57-54,12,13,84196,4294963014,20582,46039
2017-02-10-15-57-54,12,14,86661,4294962105,14335,46038
2017-02-10-15-57-54,12,15,58716,4294963067,15940,46017
2017-02-10-15-57-54,12,16,64637,4294956922,22394,46048
2017-02-10-15-57-54,13,01,93836,2959,15963,46043
2017-02-10-15-57-54,13,02,76030,4294966311,17941,46111
2017-02-10-15-57-54,13,03,73414,6048,21809,45989
2017-02-10-15-57-54,13,04,83769,4294960202,23044,45983
2017-02-10-15-57-54,13,05,73398,4294951133,15758,46082
2017-02-10-15-57-54,13,06,96498,3207,12733,46056
2017-02-10-15-57-54,13,07,86066,4294961148,21970,46066
2017-02-10-15-57-54,13,08,72567,4294966492,25041,46089
2017-02-10-15-57-54,13,09,70743,4294956041,15576,46025
2017-02-10-15-57-54,13,10,83155,4294965307,20600,46004
2017-02-10-15-57-54,13,11,92647,4294959774,23483,46003
2017-02-10-15-57-54,13,12,85067,3385,12815,46060
2017-02-10-15-57-54,13,13,71720,4294945137,17615,46000
2017-02-10-15-57-54,13,14,80019,4294951028,23694,46043
2017-02-10-15-57-54,13,15,64773,4294951944,18805,46069
2017-02-10-15-57-54,13,16,83322,4294941494,24648,46027
2017-02-10-15-57-54,14,01,81662,2589,22595,46060
2017-02-10-15-57-54,14,02,64523,4294958644,18197,46059
2017-02-10-15-57-54,14,03,93157,4294962477,25315,46036
2017-02-10-15-57-54,14,04,86194,2220,18132,46029
2017-02-10-15-57-54,14,05,72791,2513,23753,46067
2017-02-10-15-57-54,14,06,101245,15598,10782,46085
2017-02-10-15-57-54,14,07,93171,11112,16911,46021
2017-02-10-15-57-54,14,08,85077,4294963278,26835,46112
2017-02-10-15-57-54,14,09,78432,5688,23493,46054
2017-02-10-15-57-54,14,10,97169,12156,22177,46026
2017-02-10-15-57-54,14,11,98952,4294957966,26518,46027
2017-02-10-15-57-54,14,12,82491,4294964931,20041,46014
2017-02-10-15-57-54,14,13,73482,4294954496,19574,46012
2017-02-10-15-57-54,14,14,78567,4294953611,23681,46012
2017-02-10-15-57-54,14,15,84922,4294965614,19551,45999
2017-02-10-15-57-54,14,16,79671,4294949201,20537,46034
2017-02-10-15-57-54,15,01,82459,4294961110,18393,46028
2017-02-10-15-57-54,15,02,96493,4294965798,18395,46083
2017-02-10-15-57-54,15,03,90074,4294946949,16829,46086
2017-02-10-15-57-54,15,04,91320,4294947083,24285,46011
2017-02-10-15-57-54,15,05,81781,3904,25788,46100
2017-02-10-15-57-54,15,06,87708,2290,19065,46057
2017-02-10-15-57-54,15,07,65885,4294944741,18303,46100
2017-02-10-15-57-54,15,08,75477,5065,19892,46085
2017-02-10-15-57-54,15,09,89101,11737,18652,46102
2017-02-10-15-57-54,15,10,87624,4294951202,26005,45934
2017-02-10-15-57-54,15,11,100082,5748,14026,46046
2017-02-10-15-57-54,15,12,78592,4294949664,22775,46076
2017-02-10-15-57-54,15,13,67977,4294955222,16482,46064
2017-02-10-15-57-54,15,14,85512,4294956325,20734,46089
2017-02-10-15-57-54,15,15,64541,4294957011,23693,46067
2017-02-10-15-57-54,15,16,69600,4294954601,17898,46033
2017-02-10-16-04-21,01,01,50312,4294962814,4612,46049
2017-02-10-16-04-21,01,02,72493,9321,12667,46061
2017-02-10-16-04-21,01,03,45735,4294958624,19696,46040
2017-02-10-16-04-21,01,04,67024,4352,10900,46032
2017-02-10-16-04-21,01,05,46218,4294966274,10876,46027
2017-02-10-16-04-21,01,06,57534,4294966437,14467,45999
2017-02-10-16-04-21,01,07,64271,4294956796,18162,46066
2017-02-10-16-04-21,01,08,54999,4294955748,16738,46047
2017-02-10-16-04-21,01,09,44977,2828,11486,46115
2017-02-10-16-04-21,01,10,52093,4294954485,12503,46073
2017-02-10-16-04-21,01,11,55686,4294966406,11482,46066
2017-02-10-16-04-21,01,12,51290,4294964499,15026,46081
2017-02-10-16-04-21,01,13,49500,4294951629,14545,46011
2017-02-10-16-04-21,01,14,42989,4294940502,20587,46055
2017-02-10-16-04-21,01,15,41511,15520,7211,46044
2017-02-10-16-04-21,01,16,44465,4294957792,17124,46056
2017-02-10-16-04-21,02,01,60538,4294961758,17823,46065
2017-02-10-16-04-21,02,02,55846,4294960778,10931,46115
2017-02-10-16-04-21,02,03,46958,4294960301,13799,46021
2017-02-10-16-04-21,02,04,78124,6782,14320,46008
2017-02-10-16-04-21,02,05,51862,14225,20932,45993
2017-02-10-16-04-21,02,06,72209,31340,2689,45988
2017-02-10-16-04-21,02,07,58449,4294962711,16353,46094
2017-02-10-16-04-21,02,08,46482,4294961614,20033,46054
2017-02-10-16-04-21,02,09,51248,2416,9545,46034
2017-02-10-16-04-21,02,10,68183,4294959134,19647,46040
2017-02-10-16-04-21,02,11,43654,4294961283,1486,46065
2017-02-10-16-04-21,02,12,71698,4294962461,14221,46003
2017-02-10-16-04-21,02,13,54845,4294965893,14518,46095
2017-02-10-16-04-21,02,14,47024,4294956169,18530,46041
2017-02-10-16-04-21,02,15,40791,4294964594,14590,46058
2017-02-10-16-04-21,02,16,45668,6090,6339,46108
2017-02-10-16-04-21,03,01,52858,4294952771,19761,46071
2017-02-10-16-04-21,03,02,72391,4294963576,13154,46040
2017-02-10-16-04-21,03,03,66011,842,16927,46099
2017-02-10-16-04-21,03,04,60877,4294966967,9228,46063
2017-02-10-16-04-21,03,05,71608,4294966025,24598,45972
2017-02-10-16-04-21,03,06,62674,4294962777,10178,46039
2017-02-10-16-04-21,03,07,73730,4294952990,18752,46049
2017-02-10-16-04-21,03,08,79247,4294952668,18864,46065
2017-02-10-16-04-21,03,09,63103,4294958418,15578,46077
2017-02-10-16-04-21,03,10,73716,4294951532,15305,46089
2017-02-10-16-04-21,03,11,54602,2683,17003,46134
2017-02-10-16-04-21,03,12,62243,19263,11049,46107
2017-02-10-16-04-21,03,13,56744,4294945393,14995,46055
2017-02-10-16-04-21,03,14,57250,4294954562,20892,46073
2017-02-10-16-04-21,03,15,48782,567,12248,46021
2017-02-10-16-04-21,03,16,58862,4294955738,11279,46070
2017-02-10-16-04-21,04,01,66223,6072,19025,46110
2017-02-10-16-04-21,04,02,54590,4460,10428,46090
2017-02-10-16-04-21,04,03,66649,15626,6733,46083
2017-02-10-16-04-21,04,04,61044,1488,20267,46021
2017-02-10-16-04-21,04,05,54571,9017,4596,45979
2017-02-10-16-04-21,04,06,65824,4294966124,24488,46136
2017-02-10-16-04-21,04,07,63708,4294949083,26523,46164
2017-02-10-16-04-21,04,08,72743,4294950123,20300,46050
2017-02-10-16-04-21,04,09,62270,4294966460,13059,46040
2017-02-10-16-04-21,04,10,54129,4294966899,16670,46150
2017-02-10-16-04-21,04,11,68674,4950,11334,46068
2017-02-10-16-04-21,04,12,51937,4294946956,15010,46104
2017-02-10-16-04-21,04,13,59910,6985,17209,46136
2017-02-10-16-04-21,04,14,73767,312,17084,46025
2017-02-10-16-04-21,04,15,55028,4294957582,14200,45969
2017-02-10-16-04-21,04,16,67107,4294956957,10216,45996
2017-02-10-16-04-21,05,01,54951,4294953332,11243,46040
2017-02-10-16-04-21,05,02,69226,10790,12428,46063
2017-02-10-16-04-21,05,03,67540,1501,11249,46050
2017-02-10-16-04-21,05,04,73586,4294942641,28591,46033
2017-02-10-16-04-21,05,05,66611,4760,7024,46059
2017-02-10-16-04-21,05,06,64671,4294958744,14320,46067
2017-02-10-16-04-21,05,07,61088,4294947374,19913,46046
2017-02-10-16-04-21,05,08,51233,3169,12696,46061
2017-02-10-16-04-21,05,09,72688,1487,19958,46065
2017-02-10-16-04-21,05,10,55626,4294965247,14822,45123
2017-02-10-16-04-21,05,11,66437,4294947679,20202,46058
2017-02-10-16-04-21,05,12,67004,4294954193,14779,46023
2017-02-10-16-04-21,05,13,31229,3293,11501,46042
2017-02-10-16-04-21,05,14,58141,4294957631,13609,46060
2017-02-10-16-04-21,05,15,48020,4294947048,15655,46026
2017-02-10-16-04-21,05,16,42047,4294966147,18435,46093
2017-02-10-16-04-21,06,01,70720,5603,14366,46145
2017-02-10-16-04-21,06,02,71998,4294961303,19034,46074
2017-02-10-16-04-21,06,03,68379,4294955970,21080,46002
2017-02-10-16-04-21,06,04,64346,4294956701,21017,46097
2017-02-10-16-04-21,06,05,64229,4294958764,18377,46029
2017-02-10-16-04-21,06,06,57628,18874,12171,46046
2017-02-10-16-04-21,06,07,66489,4294965694,17777,46072
2017-02-10-16-04-21,06,08,51286,4294963076,14360,46046
2017-02-10-16-04-21,06,09,69312,6800,13574,45830
2017-02-10-16-04-21,06,10,76343,13849,7946,46040
2017-02-10-16-04-21,06,11,59005,4294940052,14135,45988
2017-02-10-16-04-21,06,12,65808,4294960890,17714,46104
2017-02-10-16-04-21,06,13,64382,4294954402,22281,46029
2017-02-10-16-04-21,06,14,74006,4294949461,6757,46036
2017-02-10-16-04-21,06,15,46509,4294961284,19501,46072
2017-02-10-16-04-21,06,16,65753,4294940042,14355,46104
2017-02-10-16-04-21,07,01,76461,4294948294,18222,46131
2017-02-10-16-04-21,07,02,78095,4294944235,22231,46062
2017-02-10-16-04-21,07,03,59822,4294963035,25827,46138
2017-02-10-16-04-21,07,04,72770,4294961518,16678,45993
2017-02-10-16-04-21,07,05,60716,4294963755,21447,46061
2017-02-10-16-04-21,07,06,79529,2420,12562,46071
2017-02-10-16-04-21,07,07,65849,3210,18593,46022
2017-02-10-16-04-21,07,08,80882,824,15342,46044
2017-02-10-16-04-21,07,09,84435,2756,9381,46010
2017-02-10-16-04-21,07,10,82106,3842,17447,46004
2017-02-10-16-04-21,07,11,67709,4294964215,16311,46081
2017-02-10-16-04-21,07,12,81428,4294957756,16017,46025
2017-02-10-16-04-21,07,13,62571,4294963080,14774,46023
2017-02-10-16-04-21,07,14,72492,4294940039,27810,46079
2017-02-10-16-04-21,07,15,75444,4294958169,17242,46037
2017-02-10-16-04-21,07,16,51250,4294955106,13615,46072
2017-02-10-16-04-21,08,01,76941,9249,7595,46038
2017-02-10-16-04-21,08,02,73346,4294964618,19614,46078
2017-02-10-16-04-21,08,03,77873,4294962033,21930,46098
2017-02-10-16-04-21,08,04,87713,4294965677,15123,46013
2017-02-10-16-04-21,08,05,75601,4294957816,22873,46034
2017-02-10-16-04-21,08,06,87846,5925,18212,46015
2017-02-10-16-04-21,08,07,95250,4294963894,19904,46013
2017-02-10-16-04-21,08,08,75793,2893,19302,46102
2017-02-10-16-04-21,08,09,75379,4294964638,15953,46012
2017-02-10-16-04-21,08,10,75804,4294960033,14700,45979
2017-02-10-16-04-21,08,11,69296,4294966481,16925,46068
2017-02-10-16-04-21,08,12,80064,4294948771,14992,46043
2017-02-10-16-04-21,08,13,78173,4294941939,17160,46041
2017-02-10-16-04-21,08,14,71658,4294961568,14159,46075
2017-02-10-16-04-21,08,15,82446,4294937158,21224,46066
2017-02-10-16-04-21,08,16,52971,6056,23266,46081
2017-02-10-16-04-21,09,01,80662,4294939085,21116,46105
2017-02-10-16-04-21,09,02,68564,4294966048,12479,46053
2017-02-10-16-04-21,09,03,69311,4294961709,20330,46068
2017-02-10-16-04-21,09,04,64631,4294954094,14697,46025
2017-02-10-16-04-21,09,05,52702,280,19946,46029
2017-02-10-16-04-21,09,06,59972,4294959705,20106,46082
2017-02-10-16-04-21,09,07,77433,4294951885,19663,45997
2017-02-10-16-04-21,09,08,69174,4672,21686,46114
2017-02-10-16-04-21,09,09,73587,14131,16108,46144
2017-02-10-16-04-21,09,10,64403,8000,22821,46031
2017-02-10-16-04-21,09,11,71346,4294963959,10862,46087
2017-02-10-16-04-21,09,12,82831,704,15043,46086
2017-02-10-16-04-21,09,13,74115,4294948250,20488,46003
2017-02-10-16-04-21,09,14,62962,4294949113,10995,46071
2017-02-10-16-04-21,09,15,71886,4294938127,19787,46034
2017-02-10-16-04-21,09,16,64356,4294952435,14797,46016
2017-02-10-16-04-21,10,01,80366,3408,14352,46045
2017-02-10-16-04-21,10,02,85937,4294962518,21567,45978
2017-02-10-16-04-21,10,03,66325,1105,26204,45732
2017-02-10-16-04-21,10,04,71578,4294960074,22522,46040
2017-02-10-16-04-21,10,05,84984,4294962854,28459,46059
2017-02-10-16-04-21,10,06,73148,4294943653,23191,46073
2017-02-10-16-04-21,10,07,66014,4294967108,17218,46027
2017-02-10-16-04-21,10,08,80802,4294963091,18684,46035
2017-02-10-16-04-21,10,09,80181,7636,12241,46084
2017-02-10-16-04-21,10,10,88736,4294961282,21417,46073
2017-02-10-16-04-21,10,11,71016,4294945070,20449,46035
2017-02-10-16-04-21,10,12,72777,6762,13312,46007
2017-02-10-16-04-21,10,13,84424,4294956090,31634,46018
2017-02-10-16-04-21,10,14,53824,4294950795,21979,46140
2017-02-10-16-04-21,10,15,62822,7038,16823,46065
2017-02-10-16-04-21,10,16,69697,4294961989,24304,46066
2017-02-10-16-04-21,11,01,80704,4294958490,23118,46015
2017-02-10-16-04-21,11,02,87670,4294948304,20158,46108
2017-02-10-16-04-21,11,03,74816,4294960756,14456,46079
2017-02-10-16-04-21,11,04,92730,9273,20291,45987
2017-02-10-16-04-21,11,05,77863,4294959248,27758,46038
2017-02-10-16-04-21,11,06,71978,4294966480,7116,46029
2017-02-10-16-04-21,11,07,66072,4294962934,26847,46074
2017-02-10-16-04-21,11,08,93563,4294965680,20768,46110
2017-02-10-16-04-21,11,09,88198,4294964759,28931,46045
2017-02-10-16-04-21,11,10,86591,4294959725,12658,46046
2017-02-10-16-04-21,11,11,61096,3141,19434,46045
2017-02-10-16-04-21,11,12,81499,4294963232,16914,46031
2017-02-10-16-04-21,11,13,92214,4294953867,24324,45988
2017-02-10-16-04-21,11,14,103043,10524,12735,46092
2017-02-10-16-04-21,11,15,82677,4294942792,21230,46105
2017-02-10-16-04-21,11,16,85829,4294953918,13120,46078
2017-02-10-16-04-21,12,01,89927,4294965793,18596,46079
2017-02-10-16-04-21,12,02,96520,4294949194,18556,46071
2017-02-10-16-04-21,12,03,109530,4294951933,23030,46091
2017-02-10-16-04-21,12,04,89057,4294965981,22123,46028
2017-02-10-16-04-21,12,05,75637,4294940281,24009,46119
2017-02-10-16-04-21,12,06,81300,4294957799,16466,46095
2017-02-10-16-04-21,12,07,91215,3066,19218,46064
2017-02-10-16-04-21,12,08,90245,4294964601,16084,46088
2017-02-10-16-04-21,12,09,95019,4294959340,20916,46071
2017-02-10-16-04-21,12,10,82099,4294959276,18215,46030
2017-02-10-16-04-21,12,11,86958,4294959472,20622,46062
2017-02-10-16-04-21,12,12,77478,4294951890,17467,46072
2017-02-10-16-04-21,12,13,83938,4294962969,20882,46036
2017-02-10-16-04-21,12,14,86541,4294962082,14532,46045
2017-02-10-16-04-21,12,15,58809,4294963317,15860,46020
2017-02-10-16-04-21,12,16,64678,4294956680,22363,46047
2017-02-10-16-04-21,13,01,93743,2965,16056,46053
2017-02-10-16-04-21,13,02,76143,4294966394,17517,46112
2017-02-10-16-04-21,13,03,73328,5765,21535,45991
2017-02-10-16-04-21,13,04,83485,4294960482,22866,45985
2017-02-10-16-04-21,13,05,73314,4294951450,15761,46082
2017-02-10-16-04-21,13,06,96650,3462,12688,46058
2017-02-10-16-04-21,13,07,86071,4294961029,22135,46066
2017-02-10-16-04-21,13,08,72500,4294966437,25291,46089
2017-02-10-16-04-21,13,09,70461,4294956354,15443,46028
2017-02-10-16-04-21,13,10,83052,4294965321,20736,46005
2017-02-10-16-04-21,13,11,92510,4294959627,23630,46001
2017-02-10-16-04-21,13,12,84839,3524,12854,46061
2017-02-10-16-04-21,13,13,71994,4294945050,17471,45999
2017-02-10-16-04-21,13,14,80116,4294951284,23711,46042
2017-02-10-16-04-21,13,15,64550,4294951876,18592,46061
2017-02-10-16-04-21,13,16,83410,4294941583,24553,46026
2017-02-10-16-04-21,14,01,81427,2961,22357,46062
2017-02-10-16-04-21,14,02,64131,4294958720,17954,46060
2017-02-10-16-04-21,14,03,93629,4294962469,25417,46033
2017-02-10-16-04-21,14,04,86132,2232,18111,46027
2017-02-10-16-04-21,14,05,72841,2840,23876,46066
2017-02-10-16-04-21,14,06,101068,15759,10667,46092
2017-02-10-16-04-21,14,07,93114,10849,17053,46014
2017-02-10-16-04-21,14,08,84945,4294963275,26963,46111
2017-02-10-16-04-21,14,09,78018,5612,23654,46050
2017-02-10-16-04-21,14,10,96733,12148,22371,46028
2017-02-10-16-04-21,14,11,99149,4294957555,26495,46024
2017-02-10-16-04-21,14,12,82598,4294964929,20181,46016
2017-02-10-16-04-21,14,13,73180,4294954551,19681,46011
2017-02-10-16-04-21,14,14,78758,4294953607,23686,46013
2017-02-10-16-04-21,14,15,85067,4294965938,19297,46011
2017-02-10-16-04-21,14,16,79632,4294949720,20378,46031
2017-02-10-16-04-21,15,01,82357,4294961177,18428,46023
2017-02-10-16-04-21,15,02,96244,4294965677,18410,46082
2017-02-10-16-04-21,15,03,89889,4294947055,16689,46083
2017-02-10-16-04-21,15,04,91252,4294946905,24013,46003
2017-02-10-16-04-21,15,05,81740,3865,26018,46110
2017-02-10-16-04-21,15,06,87497,2456,18792,46053
2017-02-10-16-04-21,15,07,65583,4294945050,18327,46102
2017-02-10-16-04-21,15,08,75124,5002,19697,46087
2017-02-10-16-04-21,15,09,88882,11721,19066,46101
2017-02-10-16-04-21,15,10,87741,4294951124,26111,45938
2017-02-10-16-04-21,15,11,100509,5746,14143,46051
2017-02-10-16-04-21,15,12,78825,4294949514,22396,46075
2017-02-10-16-04-21,15,13,68031,4294955266,16630,46064
2017-02-10-16-04-21,15,14,85545,4294956130,20778,46092
2017-02-10-16-04-21,15,15,64612,4294956926,23847,46067
2017-02-10-16-04-21,15,16,69886,4294954638,18042,46037
2017-02-10-16-10-49,01,01,50084,4294963065,4987,46039
2017-02-10-16-10-49,01,02,72480,9285,12847,46067
2017-02-10-16-10-49,01,03,45617,4294958841,19657,46038
2017-02-10-16-10-49,01,04,67238,4562,10779,46036
2017-02-10-16-10-49,01,05,46086,4294966641,10789,46023
2017-02-10-16-10-49,01,06,57078,4294966805,14621,45994
2017-02-10-16-10-49,01,07,64542,4294957033,17944,46061
2017-02-10-16-10-49,01,08,54773,4294955704,16286,46048
2017-02-10-16-10-49,01,09,45151,2896,11325,46115
2017-02-10-16-10-49,01,10,51886,4294954085,12375,46077
2017-02-10-16-10-49,01,11,55661,4294966436,11325,46066
2017-02-10-16-10-49,01,12,51291,4294964687,15188,46077
2017-02-10-16-10-49,01,13,49929,4294951574,14175,46014
2017-02-10-16-10-49,01,14,43084,4294940529,20480,46061
2017-02-10-16-10-49,01,15,41424,15780,7391,46042
2017-02-10-16-10-49,01,16,44539,4294957764,17017,46060
2017-02-10-16-10-49,02,01,60665,4294961914,17992,46065
2017-02-10-16-10-49,02,02,55616,4294960771,11060,46115
2017-02-10-16-10-49,02,03,46943,4294960171,13668,46023
2017-02-10-16-10-49,02,04,78451,6668,14766,46008
2017-02-10-16-10-49,02,05,51830,14317,20759,45995
2017-02-10-16-10-49,02,06,72010,31527,2879,45992
2017-02-10-16-10-49,02,07,58088,4294962368,16256,46096
2017-02-10-16-10-49,02,08,46611,4294961743,20272,46049
2017-02-10-16-10-49,02,09,51328,2714,9297,46033
2017-02-10-16-10-49,02,10,68143,4294959048,19532,46040
2017-02-10-16-10-49,02,11,43823,4294961435,1480,46064
2017-02-10-16-10-49,02,12,71609,4294962388,14470,46007
2017-02-10-16-10-49,02,13,55115,4294966172,14428,46089
2017-02-10-16-10-49,02,14,46723,4294956363,18510,46040
2017-02-10-16-10-49,02,15,40721,4294964589,14719,46053
2017-02-10-16-10-49,02,16,45670,6066,6416,46104
2017-02-10-16-10-49,03,01,52700,4294952768,20040,46068
2017-02-10-16-10-49,03,02,72358,4294963552,13187,46040
2017-02-10-16-10-49,03,03,66044,882,16714,46103
2017-02-10-16-10-49,03,04,60835,4294966906,8933,46066
2017-02-10-16-10-49,03,05,71767,4294965939,24585,45973
2017-02-10-16-10-49,03,06,62552,4294962911,9905,46037
2017-02-10-16-10-49,03,07,73867,4294953174,18453,46053
2017-02-10-16-10-49,03,08,79356,4294952736,18784,46068
2017-02-10-16-10-49,03,09,63157,4294958430,15500,46078
2017-02-10-16-10-49,03,10,73856,4294951142,15300,46088
2017-02-10-16-10-49,03,11,54761,2620,17017,46132
2017-02-10-16-10-49,03,12,61871,19649,11163,46106
2017-02-10-16-10-49,03,13,57001,4294945613,14990,46060
2017-02-10-16-10-49,03,14,57406,4294954680,20984,46069
2017-02-10-16-10-49,03,15,49007,356,12371,46024
2017-02-10-16-10-49,03,16,58379,4294955549,10917,46070
2017-02-10-16-10-49,04,01,66225,6069,18939,46114
2017-02-10-16-10-49,04,02,54444,4509,10279,46091
2017-02-10-16-10-49,04,03,66327,15577,6768,46093
2017-02-10-16-10-49,04,04,60926,1444,20243,46020
2017-02-10-16-10-49,04,05,54629,8880,4860,45973
2017-02-10-16-10-49,04,06,65642,4294966048,24345,46130
2017-02-10-16-10-49,04,07,63773,4294949243,26620,46162
2017-02-10-16-10-49,04,08,72955,4294950028,20073,46051
2017-02-10-16-10-49,04,09,62184,4294966524,12969,46042
2017-02-10-16-10-49,04,10,54053,4294966779,16682,46153
2017-02-10-16-10-49,04,11,68681,5450,11252,46068
2017-02-10-16-10-49,04,12,51835,4294946862,14934,46102
2017-02-10-16-10-49,04,13,59602,7138,17004,46136
2017-02-10-16-10-49,04,14,73919,392,17015,46027
2017-02-10-16-10-49,04,15,54807,4294957766,14183,45969
2017-02-10-16-10-49,04,16,67115,4294957056,10356,45998
2017-02-10-16-10-49,05,01,55083,4294953639,11130,46039
2017-02-10-16-10-49,05,02,69363,11013,12089,46062
2017-02-10-16-10-49,05,03,67438,1465,10937,46052
2017-02-10-16-10-49,05,04,73316,4294942831,28320,46031
2017-02-10-16-10-49,05,05,66503,4844,6788,46059
2017-02-10-16-10-49,05,06,64721,4294958857,14449,46071
2017-02-10-16-10-49,05,07,60908,4294947139,19852,46046
2017-02-10-16-10-49,05,08,51243,2951,12873,46059
